ageOfWife;ageOfHusband;AgeOfWife1stbirth;AgeofHusband1stbirth;educationWife;educationHusband;FrequencyInternetWife;FrequencyInternetHusband;Wealth;TypeofPlace;Totalchildren;Agechild;Sexthefirstchild
40;40;28;29;Higher;Secondary;AlmostEveryday;AlmostEveryday;Richest;Rural;3;12;M
38;42;20;24;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;4;17;M
30;43;25;38;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;2;5;F
38;40;23;25;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;3;15;M
33;35;17;20;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;4;15;M
34;39;26;32;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;2;7;F
24;29;22;28;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;1;1;M
38;43;37;41;Higher;Secondary;NotAtAll;NotAtAll;Richer;Rural;1;1;F
27;35;23;32;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;3;3;M
29;34;26;31;Higher;Secondary;NotAtAll;NotAtAll;Poorer;Rural;2;3;F
37;53;17;33;Primary;Secondary;NotAtAll;NotAtAll;Richest;Rural;7;19;F
19;37;18;36;Primary;Higher;NotAtAll;AlmostEveryday;Richest;Rural;2;1;M
30;30;28;29;Higher;Secondary;onceAweek;NotAtAll;Poorer;Rural;1;1;F
30;35;20;26;Higher;Secondary;NotAtAll;NotAtAll;Poorer;Rural;3;10;F
48;52;20;25;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;7;27;M
32;39;20;27;Secondary;Primary;NotAtAll;NotAtAll;Poorer;Rural;3;11;F
24;28;23;27;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;1;0;M
29;40;24;36;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;2;4;F
38;40;31;24;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;1;6;M
39;38;21;21;Secondary;Secondary;LessThanOnceAweek;AlmostEveryday;Poorer;Urban;3;17;M
34;45;22;35;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;4;11;F
27;32;25;31;Higher;Higher;AlmostEveryday;AlmostEveryday;Richer;Urban;1;1;M
42;53;19;32;Secondary;Primary;NotAtAll;NotAtAll;Middle;Urban;5;22;M
30;30;25;26;Higher;Secondary;onceAweek;AlmostEveryday;Richest;Urban;2;5;M
42;44;24;32;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Urban;4;17;M
33;46;23;27;Higher;Higher;onceAweek;AlmostEveryday;Richest;Urban;1;9;F
42;50;24;33;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;2;17;M
43;48;25;30;Secondary;Secondary;NotAtAll;AlmostEveryday;Richer;Urban;3;17;M
36;42;31;38;Higher;Higher;AlmostEveryday;At least once a week;Richest;Urban;2;5;F
32;39;18;27;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richer;Urban;4;13;F
42;51;24;33;Secondary;Higher;LessThanOnceAweek;AlmostEveryday;Richest;Urban;3;17;M
31;30;28;27;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richer;Urban;2;3;F
33;36;22;25;Higher;Secondary;AlmostEveryday;AlmostEveryday;Richest;Urban;2;11;F
31;32;30;30;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;1;0;F
28;32;23;28;Secondary;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;2;5;F
41;44;25;28;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;3;15;M
47;53;24;31;Secondary;Secondary;LessThanOnceAweek;NotAtAll;Poorer;Urban;5;22;F
44;53;19;27;Secondary;Secondary;NotAtAll;NotAtAll;Richest;Urban;3;24;F
37;38;28;29;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;2;9;F
49;54;16;22;Secondary;Primary;NotAtAll;NotAtAll;Middle;Urban;4;32;M
32;33;25;26;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;2;6;F
45;46;23;25;Secondary;Secondary;NotAtAll;NotAtAll;Richer;Urban;3;22;F
31;54;21;29;Secondary;Higher;NotAtAll;AlmostEveryday;Richest;Urban;2;10;F
47;54;18;25;Primary;Primary;NotAtAll;NotAtAll;Middle;Urban;4;28;F
28;29;26;27;Higher;Primary;NotAtAll;NotAtAll;Middle;Urban;1;1;M
45;45;23;23;Primary;Primary;NotAtAll;NotAtAll;Poorer;Urban;3;22;M
33;39;25;23;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Urban;2;8;M
46;44;26;25;Higher;Secondary;AlmostEveryday;NotAtAll;Richer;Urban;3;19;M
31;36;23;24;Higher;Secondary;NotAtAll;AlmostEveryday;Richest;Urban;2;7;M
31;34;23;27;Higher;Higher;NotAtAll;AlmostEveryday;Richer;Urban;3;7;M
30;32;23;26;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Urban;3;6;M
33;36;20;25;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Middle;Urban;3;12;F
44;51;26;23;Secondary;Secondary;NotAtAll;LessThanOnceAweek;Richest;Urban;5;18;M
34;47;25;38;Secondary;Secondary;AlmostEveryday;NotAtAll;Middle;Urban;2;8;F
35;41;26;35;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Urban;4;9;F
35;44;23;32;Secondary;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;3;12;F
31;40;25;34;Higher;Primary;LessThanOnceAweek;NotAtAll;Middle;Rural;2;5;M
33;42;17;25;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Rural;5;16;M
29;41;17;29;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;4;11;F
36;34;28;26;Primary;Secondary;NotAtAll;NotAtAll;Middle;Rural;2;7;F
36;39;19;22;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Urban;4;17;F
27;28;22;24;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Middle;Urban;1;4;M
46;52;19;24;Secondary;Primary;NotAtAll;NotAtAll;Richer;Urban;4;27;F
27;35;24;32;Secondary;Secondary;AlmostEveryday;NotAtAll;Richer;Urban;1;3;M
42;43;35;36;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Urban;2;6;M
42;53;23;35;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Urban;4;18;M
25;31;17;24;Secondary;Secondary;AlmostEveryday;NotAtAll;Richest;Urban;2;7;M
32;34;20;21;Secondary;Secondary;AlmostEveryday;NotAtAll;Richest;Urban;3;12;M
32;36;19;22;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Urban;4;13;F
37;44;21;31;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Urban;8;15;M
33;34;17;19;Primary;Secondary;NotAtAll;NotAtAll;Middle;Urban;2;15;M
42;48;16;23;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Urban;8;25;M
35;38;22;25;Secondary;Secondary;NotAtAll;At least once a week;Poorer;Urban;3;13;M
47;48;25;99;Secondary;Primary;NotAtAll;NotAtAll;Poorer;Rural;4;22;F
35;47;17;29;Primary;Secondary;NotAtAll;NotAtAll;Middle;Rural;9;18;F
42;53;22;39;Primary;Primary;NotAtAll;NotAtAll;Poorer;Rural;2;20;F
35;41;20;26;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;6;15;M
38;48;20;28;Secondary;Secondary;LessThanOnceAweek;NotAtAll;Richer;Rural;3;17;M
38;45;21;28;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;5;17;M
30;53;21;36;Primary;No education;NotAtAll;NotAtAll;Poorest;Rural;3;9;F
49;51;19;21;No education;Primary;NotAtAll;NotAtAll;Poorest;Rural;9;30;M
49;52;16;20;No education;Primary;NotAtAll;NotAtAll;Middle;Rural;4;33;M
32;35;15;20;No education;Primary;NotAtAll;NotAtAll;Poorest;Rural;7;15;M
19;24;17;22;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;1;1;F
36;45;16;20;No education;Primary;NotAtAll;NotAtAll;Poorest;Rural;6;20;M
28;30;24;26;Primary;Secondary;NotAtAll;AlmostEveryday;Poorest;Rural;1;3;F
33;34;25;26;Higher;Primary;onceAweek;onceAweek;Poorest;Rural;4;8;M
28;31;26;31;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;2;1;F
33;35;27;29;Higher;Secondary;NotAtAll;At least once a week;Poorest;Rural;4;5;F
28;37;23;32;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;3;4;F
27;31;27;31;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;1;0;M
32;36;26;30;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;3;5;F
36;35;21;20;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;6;15;M
42;46;24;28;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;5;17;M
37;37;30;99;No education;Secondary;NotAtAll;NotAtAll;Poorest;Rural;5;7;M
28;30;20;22;Primary;Secondary;NotAtAll;AlmostEveryday;Poorest;Rural;3;7;F
25;49;20;44;No education;Primary;NotAtAll;NotAtAll;Poorest;Rural;3;5;M
26;35;18;27;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;4;8;F
44;48;24;30;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Rural;5;19;M
27;33;26;32;Secondary;Secondary;NotAtAll;LessThanOnceAweek;Poorest;Rural;1;1;M
42;42;32;22;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;1;9;F
37;42;21;18;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;5;15;F
30;30;22;28;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;3;7;F
38;40;22;23;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;6;15;M
33;36;26;30;Secondary;Secondary;NotAtAll;At least once a week;Poorer;Rural;2;6;M
40;54;16;37;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;8;23;F
43;48;21;24;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;4;22;F
20;31;19;30;Secondary;Secondary;onceAweek;AlmostEveryday;Poorest;Rural;1;1;F
42;39;25;99;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;3;16;M
23;32;22;31;Secondary;Secondary;AlmostEveryday;At least once a week;Middle;Rural;1;1;F
20;23;20;22;Secondary;Secondary;AlmostEveryday;At least once a week;Middle;Rural;1;0;F
27;31;22;26;Secondary;Secondary;onceAweek;onceAweek;Poorer;Rural;1;4;M
28;34;20;27;Secondary;Secondary;onceAweek;LessThanOnceAweek;Richest;Rural;2;7;M
39;39;29;29;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;4;10;F
27;31;23;27;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;2;4;M
47;51;20;24;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;8;27;M
45;48;24;28;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;5;20;F
43;45;20;21;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;10;23;M
30;30;20;21;Higher;Primary;LessThanOnceAweek;At least once a week;Poorer;Rural;4;5;F
37;40;20;23;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Rural;4;16;M
28;39;16;27;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;4;11;F
38;41;20;23;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;7;18;F
42;38;35;32;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Urban;2;6;M
40;44;25;29;Secondary;Secondary;NotAtAll;At least once a week;Poorest;Urban;5;13;F
31;38;25;32;Higher;Higher;NotAtAll;AlmostEveryday;Richer;Urban;3;6;M
34;37;22;25;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;3;11;F
33;36;24;27;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;4;8;F
33;35;24;26;Higher;Secondary;NotAtAll;NotAtAll;Poorer;Rural;2;9;F
44;42;20;18;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;8;24;M
36;37;24;26;Primary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;5;11;F
40;43;19;25;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;4;21;M
37;46;19;28;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;5;17;M
47;50;22;25;Secondary;Secondary;NotAtAll;NotAtAll;Richer;Rural;3;25;F
27;29;22;25;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richer;Rural;2;4;F
29;35;27;34;Secondary;Primary;NotAtAll;NotAtAll;Poorer;Rural;1;1;M
19;23;18;22;Secondary;Primary;NotAtAll;LessThanOnceAweek;Middle;Rural;1;0;F
26;32;21;27;Secondary;Primary;NotAtAll;NotAtAll;Poorer;Rural;1;4;M
48;48;30;31;Higher;Secondary;AlmostEveryday;AlmostEveryday;Richer;Rural;4;17;M
31;32;23;24;Higher;Higher;onceAweek;AlmostEveryday;Richer;Rural;4;8;F
29;28;28;28;Higher;Higher;AlmostEveryday;AlmostEveryday;Richer;Rural;1;0;M
45;47;26;30;Secondary;Secondary;NotAtAll;AlmostEveryday;Richer;Rural;4;18;F
38;41;19;22;Primary;Secondary;NotAtAll;NotAtAll;Richer;Urban;5;18;F
32;34;21;23;Secondary;Primary;NotAtAll;NotAtAll;Middle;Urban;2;11;M
37;36;23;22;Primary;Secondary;NotAtAll;NotAtAll;Richer;Urban;3;13;M
37;43;17;24;Secondary;Primary;NotAtAll;NotAtAll;Richer;Urban;2;19;M
35;39;20;14;Secondary;Secondary;NotAtAll;NotAtAll;Richest;Urban;1;14;F
45;50;20;25;Secondary;Secondary;AlmostEveryday;At least once a week;Richest;Urban;3;25;F
37;37;25;26;Secondary;Secondary;NotAtAll;NotAtAll;Richest;Urban;1;11;M
19;23;17;21;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Urban;1;2;F
49;52;19;23;Primary;Secondary;NotAtAll;NotAtAll;Richer;Urban;4;29;F
23;24;23;23;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Rural;1;0;F
28;35;18;25;Secondary;Primary;NotAtAll;NotAtAll;Poorer;Rural;3;10;F
33;32;27;26;Secondary;Secondary;onceAweek;NotAtAll;Middle;Rural;1;5;M
24;25;19;20;Primary;Primary;NotAtAll;NotAtAll;Middle;Rural;2;4;F
37;40;24;27;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Rural;1;13;M
38;36;32;31;Primary;Primary;NotAtAll;NotAtAll;Middle;Rural;2;5;F
27;29;20;99;Primary;Secondary;NotAtAll;AlmostEveryday;Richer;Rural;2;7;M
27;32;19;24;Primary;Secondary;NotAtAll;LessThanOnceAweek;Richer;Rural;3;7;M
45;46;27;18;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Rural;1;18;F
43;47;18;47;Primary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;4;25;F
37;38;23;99;Primary;Secondary;NotAtAll;NotAtAll;Middle;Rural;4;13;F
37;43;19;26;Secondary;Primary;NotAtAll;NotAtAll;Poorer;Urban;4;17;F
46;49;25;27;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Urban;5;21;M
35;39;23;28;Higher;Secondary;AlmostEveryday;NotAtAll;Richest;Urban;4;8;F
29;28;27;26;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Urban;1;1;M
41;41;21;21;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Urban;4;20;F
34;36;25;27;Secondary;Secondary;NotAtAll;At least once a week;Richest;Urban;1;8;F
43;48;28;32;Secondary;Higher;NotAtAll;NotAtAll;Richest;Urban;2;15;M
37;42;22;31;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richer;Urban;2;14;F
34;43;21;28;Secondary;Higher;NotAtAll;AlmostEveryday;Richest;Urban;3;13;F
46;47;24;25;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;3;22;M
25;31;20;26;Secondary;Secondary;NotAtAll;At least once a week;Poorest;Rural;3;4;M
40;41;21;22;Secondary;Secondary;NotAtAll;AlmostEveryday;Poorer;Rural;3;18;M
36;36;30;30;Higher;Higher;LessThanOnceAweek;AlmostEveryday;Richer;Urban;2;6;F
29;29;21;21;Higher;Secondary;onceAweek;AlmostEveryday;Poorer;Urban;1;7;F
42;40;33;31;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Urban;1;9;M
27;36;23;32;Secondary;Higher;AlmostEveryday;NotAtAll;Middle;Urban;2;4;M
43;41;29;28;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;4;13;F
46;48;22;23;Secondary;Primary;NotAtAll;NotAtAll;Poorer;Rural;5;24;M
42;40;33;31;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;2;9;F
42;41;27;26;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;1;15;F
48;53;21;26;Secondary;Primary;NotAtAll;NotAtAll;Middle;Rural;5;26;F
28;40;26;37;Higher;Higher;AlmostEveryday;AlmostEveryday;Poorest;Rural;1;2;F
24;25;17;18;Secondary;Secondary;NotAtAll;At least once a week;Middle;Rural;2;7;M
30;34;18;33;Secondary;Higher;NotAtAll;AlmostEveryday;Middle;Rural;2;12;F
37;38;21;22;Secondary;Secondary;NotAtAll;NotAtAll;Richer;Rural;3;16;M
32;42;17;26;Secondary;Higher;NotAtAll;NotAtAll;Poorer;Rural;4;15;M
45;45;25;25;Higher;Secondary;NotAtAll;NotAtAll;Richer;Rural;4;20;F
42;43;27;28;Secondary;Secondary;NotAtAll;NotAtAll;Richer;Rural;3;14;F
40;41;23;24;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Rural;3;16;F
36;38;29;30;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Rural;2;7;F
36;30;34;28;Secondary;Secondary;NotAtAll;At least once a week;Richer;Urban;2;1;F
47;52;19;23;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Urban;2;28;F
45;45;22;22;Secondary;Secondary;NotAtAll;NotAtAll;Richest;Urban;3;22;M
48;48;27;27;Primary;Secondary;NotAtAll;NotAtAll;Poorer;Urban;3;20;M
42;54;17;29;Primary;Primary;NotAtAll;NotAtAll;Poorer;Urban;4;24;M
27;32;21;26;Secondary;Secondary;NotAtAll;AlmostEveryday;Richer;Urban;2;6;M
30;32;20;22;Secondary;Secondary;NotAtAll;At least once a week;Poorer;Urban;2;9;M
37;44;24;23;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;4;12;F
28;26;26;24;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;1;2;F
36;40;19;23;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;9;16;F
28;29;24;26;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;3;3;F
41;34;34;27;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;4;7;M
34;39;19;24;Secondary;Secondary;NotAtAll;LessThanOnceAweek;Poorer;Rural;3;15;F
48;49;16;23;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;3;31;M
45;46;21;22;Secondary;Secondary;NotAtAll;AlmostEveryday;Poorer;Rural;4;24;F
27;35;16;24;Secondary;Secondary;NotAtAll;AlmostEveryday;Poorer;Rural;2;11;M
35;29;20;24;Higher;Secondary;NotAtAll;AlmostEveryday;Poorer;Rural;3;14;M
48;44;29;24;Secondary;Primary;NotAtAll;NotAtAll;Poorest;Rural;2;18;M
34;33;24;23;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;2;10;M
46;45;17;24;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;4;29;F
29;34;23;29;Secondary;Secondary;AlmostEveryday;LessThanOnceAweek;Middle;Rural;2;5;F
40;44;30;35;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Rural;1;9;F
29;32;21;23;Secondary;Primary;NotAtAll;NotAtAll;Poorer;Rural;3;7;F
41;43;22;27;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;4;18;F
30;37;19;26;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richer;Urban;2;11;F
36;54;23;41;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Urban;5;13;M
44;50;21;26;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Poorer;Urban;4;23;M
31;32;18;30;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Urban;3;12;F
35;47;22;34;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;3;13;M
43;46;21;25;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Rural;2;21;F
44;45;31;32;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Rural;2;12;M
43;47;19;24;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;4;23;M
36;41;28;34;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Rural;2;7;M
42;45;19;22;Primary;Secondary;NotAtAll;NotAtAll;Middle;Urban;7;22;F
44;47;24;27;Secondary;Secondary;NotAtAll;At least once a week;Richest;Urban;3;20;M
38;45;20;27;Secondary;Secondary;NotAtAll;NotAtAll;Richer;Urban;4;18;F
40;37;24;21;Secondary;Secondary;NotAtAll;LessThanOnceAweek;Middle;Urban;3;16;F
31;41;16;26;Primary;Primary;NotAtAll;NotAtAll;Middle;Urban;3;15;F
29;36;22;29;Secondary;Secondary;NotAtAll;At least once a week;Poorer;Urban;2;7;F
22;29;17;24;Secondary;Secondary;NotAtAll;At least once a week;Poorer;Urban;2;5;M
38;40;24;26;Secondary;Higher;NotAtAll;NotAtAll;Poorer;Urban;2;14;M
45;46;26;27;Primary;Secondary;NotAtAll;NotAtAll;Richer;Urban;3;19;F
49;53;22;25;Secondary;Secondary;NotAtAll;NotAtAll;Richer;Urban;4;27;F
31;31;20;20;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;2;11;M
29;30;26;27;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Richest;Urban;1;3;F
39;42;24;25;Secondary;Higher;NotAtAll;LessThanOnceAweek;Middle;Urban;3;15;F
29;32;23;27;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Urban;3;5;M
41;44;36;39;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Urban;2;5;M
25;27;22;24;Secondary;Secondary;NotAtAll;At least once a week;Poorer;Urban;1;3;F
21;21;20;21;Secondary;Primary;LessThanOnceAweek;LessThanOnceAweek;Poorer;Urban;1;0;M
33;47;25;38;Higher;Secondary;AlmostEveryday;LessThanOnceAweek;Richest;Urban;1;8;M
22;26;21;26;Secondary;Secondary;NotAtAll;At least once a week;Richer;Urban;1;1;M
24;28;20;24;Secondary;Secondary;onceAweek;NotAtAll;Poorer;Urban;1;4;M
37;41;19;23;Secondary;Higher;NotAtAll;AlmostEveryday;Richest;Urban;3;18;M
44;47;26;29;Secondary;Secondary;onceAweek;AlmostEveryday;Richer;Urban;3;17;M
46;50;31;34;Higher;Higher;AlmostEveryday;At least once a week;Richest;Rural;1;15;F
36;40;25;28;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;2;10;M
31;34;26;29;Higher;Secondary;NotAtAll;LessThanOnceAweek;Poorest;Rural;1;4;M
39;45;21;28;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;3;17;F
27;31;21;25;Secondary;Secondary;LessThanOnceAweek;NotAtAll;Richer;Urban;1;5;F
36;39;29;30;Higher;Secondary;AlmostEveryday;AlmostEveryday;Middle;Urban;3;7;F
42;43;23;24;Secondary;Primary;NotAtAll;NotAtAll;Poorer;Urban;4;19;M
37;43;24;30;Secondary;Secondary;NotAtAll;NotAtAll;Richer;Urban;2;13;M
25;25;24;24;Secondary;Secondary;onceAweek;onceAweek;Middle;Urban;1;1;M
29;31;22;25;Secondary;Primary;NotAtAll;NotAtAll;Middle;Urban;3;6;M
37;42;19;24;Primary;Primary;NotAtAll;At least once a week;Poorest;Urban;3;18;M
26;23;23;20;Secondary;Secondary;NotAtAll;NotAtAll;Poorest;Urban;1;3;M
29;30;26;28;Higher;Higher;AlmostEveryday;AlmostEveryday;Richest;Urban;1;3;M
45;47;20;23;Primary;Secondary;NotAtAll;NotAtAll;Poorer;Urban;5;22;M
22;26;19;23;Secondary;Secondary;AlmostEveryday;At least once a week;Richer;Rural;1;3;M
36;36;29;30;Primary;Primary;NotAtAll;NotAtAll;Poorer;Rural;2;6;M
39;40;24;24;Higher;Higher;AlmostEveryday;At least once a week;Richest;Rural;5;14;M
23;26;19;22;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;2;3;F
29;32;27;30;Higher;Higher;LessThanOnceAweek;AlmostEveryday;Richer;Rural;1;2;M
34;41;21;28;Secondary;Secondary;AlmostEveryday;NotAtAll;Middle;Urban;3;13;M
36;38;22;24;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Urban;3;14;F
32;35;18;22;Primary;Primary;NotAtAll;NotAtAll;Poorest;Rural;2;14;M
44;51;19;27;Primary;Secondary;NotAtAll;NotAtAll;Richer;Rural;4;23;M
31;31;18;19;Primary;Secondary;NotAtAll;LessThanOnceAweek;Poorer;Rural;2;12;F
20;33;17;30;Secondary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;2;3;F
27;32;19;23;Secondary;Secondary;NotAtAll;NotAtAll;Middle;Rural;2;8;M
48;53;22;27;Secondary;Secondary;AlmostEveryday;AlmostEveryday;Middle;Urban;1;25;F
47;53;20;26;Primary;Secondary;NotAtAll;NotAtAll;Middle;Urban;3;27;M
30;37;17;22;Secondary;Secondary;NotAtAll;LessThanOnceAweek;Poorer;Urban;3;13;F
47;51;21;27;Secondary;Secondary;NotAtAll;NotAtAll;Richer;Urban;2;26;F
47;49;21;22;Secondary;Higher;NotAtAll;NotAtAll;Richest;Urban;3;26;F
49;51;27;29;Higher;Higher;NotAtAll;At least once a week;Richest;Rural;3;21;F
34;38;22;26;Primary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;3;12;M
27;30;26;29;Secondary;Secondary;AlmostEveryday;NotAtAll;Poorer;Rural;1;1;F
24;27;23;26;Higher;Higher;AlmostEveryday;AlmostEveryday;Richer;Rural;1;1;F
31;33;24;27;Higher;Secondary;AlmostEveryday;AlmostEveryday;Richer;Rural;1;6;M
33;37;22;27;Primary;Primary;NotAtAll;NotAtAll;Poorer;Rural;3;10;F
28;31;26;29;Primary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;1;2;M
30;36;21;27;Secondary;Secondary;NotAtAll;AlmostEveryday;Middle;Rural;1;8;M
31;49;18;28;Primary;Secondary;NotAtAll;NotAtAll;Poorer;Rural;1;13;F
42;44;23;27;Secondary;Secondary;NotAtAll;NotAtAll;Richest;Rural;4;17;F
46;47;27;31;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;2;18;F
35;38;17;21;Secondary;Secondary;NotAtAll;LessThanOnceAweek;Middle;Urban;3;17;F
42;41;24;23;Secondary;Secondary;onceAweek;AlmostEveryday;Middle;Urban;4;17;M
43;43;19;26;Primary;Secondary;NotAtAll;NotAtAll;Middle;Urban;6;24;F
44;47;32;30;Higher;Secondary;AlmostEveryday;AlmostEveryday;Richest;Urban;1;12;F
32;31;28;28;Higher;Secondary;onceAweek;NotAtAll;Richest;Urban;2;4;M
40;47;17;25;Primary;Secondary;NotAtAll;NotAtAll;Poorest;Rural;7;22;M
48;49;20;22;Primary;No education;NotAtAll;NotAtAll;Poorest;Rural;8;28;F
28;33;23;28;Primary;Higher;NotAtAll;NotAtAll;Poorest;Rural;3;4;F
34;35;15;16;Primary;Secondary;NotAtAll;At least once a week;Poorest;Rural;7;19;M
